epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,1298.94,0.72786,0.4164,1.21067,0.99145,0.99676,0.995,0.71679,1.12182,0.4786,1.4836,0.000426544,0.000426544,0.000426544
124,1309.33,0.73909,0.41269,1.22948,0.99573,0.99712,0.995,0.73423,1.01293,0.45807,1.40884,0.000424187,0.000424187,0.000424187
125,1319.88,0.72418,0.41567,1.21756,0.996,0.99796,0.995,0.74369,1.01258,0.47414,1.4092,0.000421831,0.000421831,0.000421831
126,1330.2,0.72119,0.41245,1.1976,0.9961,0.99701,0.995,0.74351,1.02403,0.47371,1.40423,0.000419475,0.000419475,0.000419475
127,1340.55,0.74597,0.40966,1.21258,0.99487,0.99517,0.99487,0.73703,1.03727,0.45993,1.42506,0.000417119,0.000417119,0.000417119
128,1350.96,0.71725,0.41322,1.19905,0.99589,0.99779,0.995,0.74222,1.0146,0.47404,1.40827,0.000414763,0.000414763,0.000414763
129,1361.28,0.73279,0.42083,1.22246,0.99065,0.99594,0.99471,0.75206,0.98187,0.47896,1.38739,0.000412406,0.000412406,0.000412406
130,1371.48,0.72124,0.41015,1.20458,0.99087,1,0.99474,0.74437,1.00456,0.46583,1.40573,0.00041005,0.00041005,0.00041005
131,1381.76,0.72141,0.40282,1.19523,0.99285,0.99006,0.99497,0.74,1.00773,0.4764,1.411,0.000407694,0.000407694,0.000407694
132,1392.03,0.73479,0.40285,1.22118,0.99469,0.9961,0.995,0.74531,0.99992,0.47259,1.39938,0.000405338,0.000405338,0.000405338
133,1402.3,0.72029,0.40195,1.1994,0.99695,1,0.995,0.7494,0.99404,0.46434,1.40662,0.000402982,0.000402982,0.000402982
134,1412.57,0.75179,0.41123,1.21,0.99647,1,0.995,0.7506,0.98642,0.44981,1.39423,0.000400625,0.000400625,0.000400625
135,1422.81,0.73103,0.40633,1.22208,0.99433,0.99865,0.995,0.74119,0.98591,0.46203,1.40309,0.000398269,0.000398269,0.000398269
136,1433.37,0.70372,0.40728,1.19788,0.99619,1,0.995,0.73538,1.01094,0.44782,1.41029,0.000395913,0.000395913,0.000395913
137,1443.77,0.70955,0.39883,1.20265,0.9928,0.99837,0.995,0.74417,0.9939,0.45218,1.38974,0.000393557,0.000393557,0.000393557
138,1453.97,0.73619,0.40684,1.21485,0.99598,0.9995,0.995,0.73758,0.99293,0.44344,1.39159,0.000391201,0.000391201,0.000391201
139,1464.14,0.71639,0.39871,1.18803,0.99468,1,0.995,0.73485,1.00312,0.46899,1.42262,0.000388844,0.000388844,0.000388844
140,1474.41,0.70258,0.39607,1.19438,0.99472,0.99709,0.995,0.74135,1.01309,0.45828,1.40733,0.000386488,0.000386488,0.000386488
141,1484.55,0.70775,0.39994,1.1947,0.99283,0.99708,0.995,0.74516,1.00314,0.44623,1.40168,0.000384132,0.000384132,0.000384132
142,1494.77,0.69728,0.39542,1.1812,0.99538,0.99893,0.995,0.73831,1.02735,0.45071,1.43085,0.000381776,0.000381776,0.000381776
143,1505.1,0.6918,0.40122,1.17129,0.9909,1,0.99494,0.73731,1.02511,0.47727,1.42025,0.00037942,0.00037942,0.00037942
144,1515.48,0.69905,0.39438,1.18903,0.99594,0.9983,0.995,0.74004,1.01803,0.45994,1.41679,0.000377063,0.000377063,0.000377063
145,1525.71,0.71526,0.40295,1.1918,0.99178,0.99684,0.99448,0.74675,0.97938,0.45277,1.38809,0.000374707,0.000374707,0.000374707
146,1536.09,0.71391,0.39899,1.19778,0.9923,1,0.99492,0.7498,0.9943,0.45401,1.39818,0.000372351,0.000372351,0.000372351
147,1546.43,0.69443,0.39476,1.17174,0.99416,0.99997,0.995,0.74826,0.99432,0.45435,1.40591,0.000369995,0.000369995,0.000369995
148,1556.62,0.68172,0.39107,1.164,0.99253,0.99796,0.99471,0.74706,0.99647,0.45808,1.40442,0.000367639,0.000367639,0.000367639
149,1567.33,0.67869,0.3895,1.17095,0.99581,0.99783,0.995,0.74272,0.9943,0.45177,1.40368,0.000365282,0.000365282,0.000365282
150,1577.86,0.68584,0.39137,1.16955,0.99594,1,0.995,0.75225,0.98211,0.44165,1.39203,0.000362926,0.000362926,0.000362926
151,1588.37,0.69119,0.38806,1.16581,0.99661,1,0.995,0.75218,0.98974,0.44706,1.40354,0.00036057,0.00036057,0.00036057
152,1598.66,0.67798,0.38557,1.18583,0.99622,0.99955,0.995,0.74632,1.01409,0.45968,1.43906,0.000358214,0.000358214,0.000358214
153,1609.04,0.66095,0.38392,1.16763,0.99314,0.99789,0.995,0.74847,0.98884,0.45356,1.40387,0.000355858,0.000355858,0.000355858
154,1619.6,0.67762,0.38119,1.16803,0.9946,0.99857,0.995,0.75573,0.96801,0.44857,1.37864,0.000353501,0.000353501,0.000353501
155,1629.96,0.64837,0.37357,1.13613,0.99686,0.99943,0.995,0.74835,0.99928,0.45139,1.41027,0.000351145,0.000351145,0.000351145
156,1640.18,0.6729,0.38153,1.17213,0.99423,1,0.995,0.75193,0.97696,0.45408,1.40425,0.000348789,0.000348789,0.000348789
157,1650.3,0.68415,0.37807,1.17019,0.99675,1,0.995,0.73039,1.04761,0.45049,1.44788,0.000346433,0.000346433,0.000346433
158,1660.69,0.66984,0.38001,1.15348,0.99604,1,0.995,0.73851,1.01262,0.46726,1.41374,0.000344077,0.000344077,0.000344077
159,1671.02,0.65503,0.37489,1.15166,0.99599,1,0.995,0.7385,1.013,0.45584,1.41955,0.00034172,0.00034172,0.00034172
160,1681.14,0.67125,0.39231,1.15612,0.99666,1,0.995,0.74076,1.0128,0.44022,1.4406,0.000339364,0.000339364,0.000339364
